云计算开发工程师,远景,https://www.nowcoder.com/intern/51983?jobIds=49072&ncsr=,¥250-300元/天,北京,上海,其他,简历处理率：100%,平均处理：1天,
后端开发工程师,远景,https://www.nowcoder.com/intern/51983?jobIds=49066&ncsr=,¥250-300元/天,北京,上海,其他,简历处理率：99%,平均处理：1天,
运维工程师,远景,https://www.nowcoder.com/intern/51983?jobIds=49074&ncsr=,¥250-300元/天,北京,上海,其他,简历处理率：100%,平均处理：1天,
c++软件工程师,元戎启行,https://www.nowcoder.com/intern/46809?jobIds=45536&ncsr=,¥薪酬面议,深圳,简历处理率：96%,平均处理：1天,
搜索质量平台部-开发工程师（实习）,百度,https://www.nowcoder.com/intern/49369?jobIds=46210&ncsr=,¥250-300元/天,北京,上海,简历处理率：77%,平均处理：8天,
iOS Andorid 研发工程师（实习）,百度,https://www.nowcoder.com/intern/49369?jobIds=46211&ncsr=,¥250-300元/天,北京,上海,简历处理率：60%,平均处理：12天,
（21春招补录）JAVA开发工程师,百度,https://www.nowcoder.com/intern/49369?jobIds=49191&ncsr=,¥薪酬面议,北京,上海,简历处理率：51%,平均处理：3天,
2022届-服务端实习生-学而思网校1对1,学而思,https://www.nowcoder.com/intern/18388?jobIds=46161&ncsr=,¥薪酬面议,北京,简历处理率：97%,平均处理：2天,
阿里巴巴-机器学习算法实习招聘,阿里巴巴,https://www.nowcoder.com/intern/50565?jobIds=50361&ncsr=,¥250-300元/天,杭州,简历处理率：100%,平均处理：1天,
上海实习-蚂蚁保险-数据分析或算法岗,蚂蚁集团,https://www.nowcoder.com/intern/52461?jobIds=49769&ncsr=,¥250-300元/天,上海,简历处理率：100%,平均处理：1天,
算法工程师实习生,inDeco领筑智造,https://www.nowcoder.com/intern/44082?jobIds=38366&ncsr=,¥300-400元/天,北京,简历处理率：100%,平均处理：1天,
算法工程师 ( NLP / CV / ML ),北京知乎科技有限责任公司,https://www.nowcoder.com/intern/48360?jobIds=44876&ncsr=,¥250-300元/天,北京,简历处理率：100%,平均处理：1天,
Efficient transportation algorithms and Software engineering (智能交通算法和软件研发),英特尔中国公司,https://www.nowcoder.com/intern/17304?jobIds=30920&ncsr=,¥薪酬面议,北京,简历处理率：100%,平均处理：17天,
计算机视觉算法工程师,元戎启行,https://www.nowcoder.com/intern/5811?jobIds=43545&ncsr=,¥800-1000元/天,深圳,简历处理率：100%,平均处理：1天,
激光雷达感知算法,元戎启行,https://www.nowcoder.com/intern/46809?jobIds=45533&ncsr=,¥薪酬面议,深圳,简历处理率：100%,平均处理：2天,
计算机视觉算法,元戎启行,https://www.nowcoder.com/intern/46809?jobIds=45532&ncsr=,¥薪酬面议,深圳,简历处理率：88%,平均处理：1天,
百度-算法实习生-计算机视觉方向,百度,https://www.nowcoder.com/intern/47350?jobIds=43000&ncsr=,¥250-300元/天,北京,深圳,简历处理率：100%,平均处理：1天,
阿里高德-数据算法实习（挖掘和优化方向）,高德,https://www.nowcoder.com/intern/48477?jobIds=45130&ncsr=,¥300-400元/天,北京,简历处理率：69%,平均处理：1天,
蚂蚁金服数据分析学姐直接推荐有问必答,蚂蚁集团,https://www.nowcoder.com/intern/3240?jobIds=47242&ncsr=,¥250-300元/天,北京,上海,杭州,简历处理率：94%,平均处理：1天,
数据分析实习生,字节跳动,https://www.nowcoder.com/intern/12702?jobIds=49140&ncsr=,¥400-500元/天,北京,简历处理率：100%,平均处理：1天,
数据实习生（市场运营方向）,涂鸦智能,https://www.nowcoder.com/intern/49168?jobIds=49814&ncsr=,¥薪酬面议,杭州,简历处理率：100%,平均处理：2天,
数据实习生（市场运营方向）,涂鸦智能,https://www.nowcoder.com/intern/48298?jobIds=48625&ncsr=,¥250-300元/天,杭州,简历处理率：100%,平均处理：1天,
数据开发工程师,远景,https://www.nowcoder.com/intern/51983?jobIds=49070&ncsr=,¥250-300元/天,北京,上海,其他,简历处理率：100%,平均处理：1天,
数据分析师,菜鸟网络,https://www.nowcoder.com/intern/50788?jobIds=47976&ncsr=,¥薪酬面议,北京,杭州,简历处理率：99%,平均处理：1天,
数据研发,菜鸟网络,https://www.nowcoder.com/intern/50788?jobIds=47975&ncsr=,¥薪酬面议,北京,杭州,简历处理率：92%,平均处理：1天,
数据分析实习生,脉脉,https://www.nowcoder.com/intern/46292?jobIds=41219&ncsr=,¥150-200元/天,北京,简历处理率：22%,平均处理：4天,
大数据开发实习生,阿里云,https://www.nowcoder.com/intern/2900?jobIds=19594&ncsr=,¥200-250元/天,杭州,简历处理率：96%,平均处理：1天,
数据仓库工程师,瓜子,https://www.nowcoder.com/intern/48829?jobIds=45545&ncsr=,¥200-250元/天,北京,简历处理率：97%,平均处理：3天,
设计师实习生,深信服,https://www.nowcoder.com/intern/52460?jobIds=49763&ncsr=,¥150-200元/天,深圳,简历处理率：-,平均处理：-,
北森-测评产品经理-心理学相关-硕士及以上学历,北森云计算股份有限公司,https://www.nowcoder.com/intern/30078?jobIds=39235&ncsr=,¥250-300元/天,北京,杭州,简历处理率：100%,平均处理：8天,
北森-软件实施顾问,北森云计算股份有限公司,https://www.nowcoder.com/intern/30078?jobIds=30517&ncsr=,¥250-300元/天,北京,上海,广州,深圳,杭州,简历处理率：100%,平均处理：5天,
UI设计实习生（远程实习）,MindCoord,https://www.nowcoder.com/intern/42044?jobIds=43345&ncsr=,¥薪酬面议,北京,上海,广州,深圳,杭州,南京,成都,厦门,武汉,西安,长沙,哈尔滨,合肥,长春,其他,简历处理率：94%,平均处理：2天,
产品助理实习生,成都超有爱科技有限公司,https://www.nowcoder.com/intern/563?jobIds=13894&ncsr=,¥150-200元/天,成都,简历处理率：97%,平均处理：1天,
【海康威视】产品实习岗(非应届) Base杭州,海康威视,https://www.nowcoder.com/intern/47912?jobIds=43737&ncsr=,¥薪酬面议,杭州,简历处理率：91%,平均处理：1天,
[直通笔试]美团优选-助理产品经理,美团,https://www.nowcoder.com/intern/50199?jobIds=47355&ncsr=,¥薪酬面议,北京,上海,深圳,成都,简历处理率：92%,平均处理：1天,
产品实习生（AIoT）,商汤科技,https://www.nowcoder.com/intern/535?jobIds=50327&ncsr=,¥200-250元/天,北京,简历处理率：-,平均处理：-,
产品经理/产品助理（实习）,悉之教育,https://www.nowcoder.com/intern/52491?jobIds=49806&ncsr=,¥250-300元/天,北京,简历处理率：62%,平均处理：1天,
群报数-产品实习生,深圳市卡牛科技有限公司,https://www.nowcoder.com/intern/18161?jobIds=47536&ncsr=,¥150-200元/天,深圳,简历处理率：-,平均处理：-,
运营实习生,字节跳动,https://www.nowcoder.com/intern/43072?jobIds=37760&ncsr=,¥200-250元/天,北京,上海,广州,深圳,杭州,南京,成都,厦门,武汉,西安,长沙,哈尔滨,合肥,长春,其他,简历处理率：100%,平均处理：1天,
达人运营实习生,字节跳动,https://www.nowcoder.com/intern/43072?jobIds=37341&ncsr=,¥200-250元/天,北京,上海,广州,深圳,杭州,南京,成都,厦门,武汉,西安,长沙,哈尔滨,合肥,长春,其他,简历处理率：100%,平均处理：1天,
内容运营实习,字节跳动,https://www.nowcoder.com/intern/43072?jobIds=37340&ncsr=,¥200-250元/天,北京,上海,广州,深圳,杭州,南京,成都,厦门,武汉,西安,长沙,哈尔滨,合肥,长春,其他,简历处理率：100%,平均处理：1天,
实习生-运营推广,趋势科技,https://www.nowcoder.com/intern/40291?jobIds=34863&ncsr=,¥150-200元/天,南京,简历处理率：100%,平均处理：3天,
北森-安全工程师,北森云计算股份有限公司,https://www.nowcoder.com/intern/30078?jobIds=30518&ncsr=,¥250-300元/天,北京,简历处理率：100%,平均处理：6天,
新媒体运营（线上实习）,广州全撇教育科技有限公司,https://www.nowcoder.com/intern/41840?jobIds=36537&ncsr=,¥50-100元/天,北京,上海,广州,深圳,杭州,南京,成都,厦门,武汉,西安,长沙,哈尔滨,合肥,长春,其他,简历处理率：97%,平均处理：3天,
运营实习生（远程实习）,MindCoord,https://www.nowcoder.com/intern/42044?jobIds=39510&ncsr=,¥薪酬面议,北京,上海,广州,深圳,杭州,南京,成都,厦门,武汉,西安,长沙,哈尔滨,合肥,长春,其他,简历处理率：97%,平均处理：3天,
产品运营,脉脉,https://www.nowcoder.com/intern/46292?jobIds=48281&ncsr=,¥100-150元/天,北京,简历处理率：5%,平均处理：1天,
电商用户运营实习生,上海茵朗信息科技有限公司,https://www.nowcoder.com/intern/29095?jobIds=30621&ncsr=,¥150-200元/天,上海,简历处理率：100%,平均处理：2天,
[直通笔试]美团优选-产品运营专员,美团,https://www.nowcoder.com/intern/50199?jobIds=47368&ncsr=,¥200-250元/天,北京,上海,广州,深圳,简历处理率：91%,平均处理：1天,
斑马AI课-前端研发实习生,猿辅导,https://www.nowcoder.com/intern/50209?jobIds=47386&ncsr=,¥800-1000元/天,北京,简历处理率：100%,平均处理：1天,
小猿搜题/口算-前端研发实习生,猿辅导,https://www.nowcoder.com/intern/50209?jobIds=47384&ncsr=,¥800-1000元/天,北京,简历处理率：98%,平均处理：1天,
前端开发实习生,小红书,https://www.nowcoder.com/intern/52217?jobIds=49359&ncsr=,¥250-300元/天,北京,上海,简历处理率：97%,平均处理：3天,
2022届-前端实习生-学而思网校1对1,学而思,https://www.nowcoder.com/intern/18388?jobIds=46110&ncsr=,¥薪酬面议,北京,简历处理率：100%,平均处理：2天,
2021腾讯春季实习招聘,腾讯,https://www.nowcoder.com/intern/4950?jobIds=47773&ncsr=,¥250-300元/天,深圳,西安,简历处理率：95%,平均处理：1天,
【实习生】腾讯web前端开发实习生（面向2022届）,腾讯,https://www.nowcoder.com/intern/17490?jobIds=43793&ncsr=,¥薪酬面议,深圳,简历处理率：96%,平均处理：2天,
腾讯前端开发（暑期实习）,腾讯,https://www.nowcoder.com/intern/52290?jobIds=49495&ncsr=,¥薪酬面议,深圳,简历处理率：91%,平均处理：1天,
web前端实习生,成都超有爱科技有限公司,https://www.nowcoder.com/intern/563?jobIds=13867&ncsr=,¥150-200元/天,成都,简历处理率：99%,平均处理：4天,
前端开发工程师-22届实习生,便利蜂,https://www.nowcoder.com/intern/49738?jobIds=47960&ncsr=,¥400-500元/天,北京,简历处理率：96%,平均处理：1天,
前端工程师,清远墨墨教育科技有限公司,https://www.nowcoder.com/intern/656?jobIds=2684&ncsr=,¥200-250元/天,清远,简历处理率：98%,平均处理：105天,
HR实习生,北京望石智慧科技有限公司,https://www.nowcoder.com/intern/2391?jobIds=15406&ncsr=,¥250-300元/天,北京,简历处理率：100%,平均处理：17天,
高德地图  体验设计师,高德,https://www.nowcoder.com/intern/51145?jobIds=48140&ncsr=,¥薪酬面议,北京,上海,深圳,杭州,简历处理率：-,平均处理：-,
高德地图 创意设计师,高德,https://www.nowcoder.com/intern/51145?jobIds=48139&ncsr=,¥薪酬面议,北京,上海,杭州,简历处理率：-,平均处理：-,
北森云计算-软件实施顾问,北森云计算股份有限公司,https://www.nowcoder.com/intern/13616?jobIds=29087&ncsr=,¥200-250元/天,北京,上海,广州,深圳,杭州,成都,苏州,简历处理率：96%,平均处理：3天,
视觉设计师（远程实习）,MindCoord,https://www.nowcoder.com/intern/42044?jobIds=39509&ncsr=,¥薪酬面议,北京,上海,广州,深圳,杭州,南京,成都,厦门,武汉,西安,长沙,哈尔滨,合肥,长春,其他,简历处理率：92%,平均处理：2天,
招聘实习生,脉脉,https://www.nowcoder.com/intern/46292?jobIds=41221&ncsr=,¥250-300元/天,北京,简历处理率：90%,平均处理：6天,
人力资源实习生,用友,https://www.nowcoder.com/intern/7454?jobIds=11936&ncsr=,¥100-150元/天,北京,简历处理率：99%,平均处理：2天,
招聘专员实习生（招聘大牛带路）,用友,https://www.nowcoder.com/intern/7454?jobIds=25289&ncsr=,¥100-150元/天,北京,简历处理率：99%,平均处理：3天,
HR实习生-招聘方向,滴滴出行,https://www.nowcoder.com/intern/48793?jobIds=45534&ncsr=,¥150-200元/天,北京,简历处理率：14%,平均处理：2天,
英语口语课程编辑 （产品方向）,成都超有爱科技有限公司,https://www.nowcoder.com/intern/563?jobIds=49145&ncsr=,¥150-200元/天,成都,简历处理率：100%,平均处理：1天,
2022届-质量测试实习生-学而思网校1对1,学而思,https://www.nowcoder.com/intern/18388?jobIds=46155&ncsr=,¥薪酬面议,北京,简历处理率：100%,平均处理：2天,
国际化分单引擎测试开发实习生,滴滴出行,https://www.nowcoder.com/intern/37973?jobIds=33445&ncsr=,¥200-250元/天,北京,简历处理率：85%,平均处理：23天,
测试开发工程师-22实习生,便利蜂,https://www.nowcoder.com/intern/49738?jobIds=46544&ncsr=,¥400-500元/天,北京,简历处理率：93%,平均处理：1天,
测试开发工程师,瓜子,https://www.nowcoder.com/intern/51881?jobIds=49000&ncsr=,¥200-250元/天,北京,简历处理率：25%,平均处理：2天,
测试工程师实习生,Manteia,https://www.nowcoder.com/intern/5518?jobIds=47376&ncsr=,¥100-150元/天,山东,简历处理率：66%,平均处理：2天,
软件研发实习生-QA,图森未来,https://www.nowcoder.com/intern/47488?jobIds=43228&ncsr=,¥300-400元/天,北京,简历处理率：97%,平均处理：2天,
软件测试实习工程师,慧国（上海）软件科技有限公司,https://www.nowcoder.com/intern/20846?jobIds=23920&ncsr=,¥250-300元/天,上海,简历处理率：99%,平均处理：1天,
Software Quality Engineer - Customer Experience,红帽软件（北京）有限公司,https://www.nowcoder.com/intern/13290?jobIds=46961&ncsr=,¥250-300元/天,北京,简历处理率：75%,平均处理：4天,
Software Quality Engineering Internship-OpenShift,红帽软件（北京）有限公司,https://www.nowcoder.com/intern/13290?jobIds=46970&ncsr=,¥250-300元/天,北京,简历处理率：85%,平均处理：4天,
Software Quality Engineering Internship-Virturalization,红帽软件（北京）有限公司,https://www.nowcoder.com/intern/13290?jobIds=46978&ncsr=,¥250-300元/天,北京,简历处理率：83%,平均处理：4天,
2022届-客户端实习生-学而思网校1对1,学而思,https://www.nowcoder.com/intern/18388?jobIds=46159&ncsr=,¥薪酬面议,北京,简历处理率：97%,平均处理：2天,
【内推】实习生 - 前端开发,趋势科技,https://www.nowcoder.com/intern/437?jobIds=50353&ncsr=,¥150-200元/天,南京,简历处理率：100%,平均处理：1天,
【内推】实习生-开发测试,趋势科技,https://www.nowcoder.com/intern/437?jobIds=10824&ncsr=,¥150-200元/天,南京,简历处理率：100%,平均处理：4天,
【内推】实习生-软件开发,趋势科技,https://www.nowcoder.com/intern/437?jobIds=10823&ncsr=,¥150-200元/天,南京,简历处理率：100%,平均处理：2天,
阿里巴巴春招实习帮忙查进度改简历,菜鸟网络,https://www.nowcoder.com/intern/16349?jobIds=43455&ncsr=,¥300-400元/天,杭州,简历处理率：100%,平均处理：1天,
java研发实习,菜鸟网络,https://www.nowcoder.com/intern/16349?jobIds=43452&ncsr=,¥300-400元/天,杭州,简历处理率：100%,平均处理：1天,
Java开发实习生,阿里健康,https://www.nowcoder.com/intern/18482?jobIds=47663&ncsr=,¥500-800元/天,北京,简历处理率：90%,平均处理：2天,
Java开发实习生,阿里健康,https://www.nowcoder.com/intern/17516?jobIds=21373&ncsr=,¥薪酬面议,北京,简历处理率：97%,平均处理：1天,
阿里健康Java开发实习生,阿里健康,https://www.nowcoder.com/intern/18545?jobIds=47694&ncsr=,¥300-400元/天,北京,简历处理率：94%,平均处理：1天,
阿里健康java实习生,阿里健康,https://www.nowcoder.com/intern/50492?jobIds=47689&ncsr=,¥薪酬面议,北京,简历处理率：-,平均处理：-,
阿里巴巴高德实习内推,高德,https://www.nowcoder.com/intern/50560?jobIds=47738&ncsr=,¥薪酬面议,北京,简历处理率：40%,平均处理：1天,
自动驾驶决策规划研发实习生,毫末智行,https://www.nowcoder.com/intern/29984?jobIds=35985&ncsr=,¥200-250元/天,北京,简历处理率：100%,平均处理：2天,
Unity前端工程师（远程实习）,MindCoord,https://www.nowcoder.com/intern/42044?jobIds=39504&ncsr=,¥薪酬面议,北京,上海,广州,深圳,杭州,南京,成都,厦门,武汉,西安,长沙,哈尔滨,合肥,长春,其他,简历处理率：95%,平均处理：3天,
鲲鹏应用实习生,华为,https://www.nowcoder.com/intern/46229?jobIds=41059&ncsr=,¥250-300元/天,杭州,简历处理率：96%,平均处理：1天,
开源软件开发工程师,华为,https://www.nowcoder.com/intern/46211?jobIds=41014&ncsr=,¥250-300元/天,杭州,简历处理率：100%,平均处理：2天,
通用软件开发工程师,华为,https://www.nowcoder.com/intern/46211?jobIds=41013&ncsr=,¥250-300元/天,杭州,简历处理率：92%,平均处理：2天,
大数据开发工程师,华为,https://www.nowcoder.com/intern/46211?jobIds=41012&ncsr=,¥250-300元/天,杭州,简历处理率：92%,平均处理：2天,
后端开发实习生,北京艨艟信息技术有限公司,https://www.nowcoder.com/intern/50785?jobIds=50383&ncsr=,¥150-200元/天,北京,简历处理率：11%,平均处理：1天,
Android实习生,北京艨艟信息技术有限公司,https://www.nowcoder.com/intern/50785?jobIds=50382&ncsr=,¥150-200元/天,北京,简历处理率：-,平均处理：-,
Java开发实习生,脉脉,https://www.nowcoder.com/intern/46292?jobIds=43492&ncsr=,¥150-200元/天,北京,简历处理率：18%,平均处理：1天,
自动驾驶建图定位算法工程师,毫末智行,https://www.nowcoder.com/intern/29984?jobIds=31332&ncsr=,¥250-300元/天,北京,简历处理率：100%,平均处理：3天,
自动驾驶决策规划实习生（强化学习方向）,毫末智行,https://www.nowcoder.com/intern/29984?jobIds=46060&ncsr=,¥250-300元/天,北京,简历处理率：100%,平均处理：2天,
深度学习算法实习生,毫末智行,https://www.nowcoder.com/intern/29984?jobIds=35781&ncsr=,¥200-250元/天,北京,简历处理率：98%,平均处理：2天,
见习算法研究员,商汤科技,https://www.nowcoder.com/intern/48708?jobIds=45429&ncsr=,¥200-250元/天,北京,上海,深圳,简历处理率：100%,平均处理：1天,
商汤科技-自动驾驶视觉感知方向实习生(北京/上海/深圳),商汤科技,https://www.nowcoder.com/intern/11776?jobIds=37416&ncsr=,¥300-400元/天,北京,上海,深圳,简历处理率：100%,平均处理：3天,
CV算法实习生,商汤科技,https://www.nowcoder.com/intern/27833?jobIds=29207&ncsr=,¥400-500元/天,北京,上海,深圳,杭州,简历处理率：97%,平均处理：4天,
MIG-计算机视觉见习研究员（北京/上海/深圳）,商汤科技,https://www.nowcoder.com/intern/52490?jobIds=49804&ncsr=,¥薪酬面议,北京,上海,深圳,简历处理率：-,平均处理：-,
机器学习研发实习生,阿里云,https://www.nowcoder.com/intern/2900?jobIds=19596&ncsr=,¥200-250元/天,杭州,简历处理率：100%,平均处理：1天,
定价算法工程师,滴滴出行,https://www.nowcoder.com/intern/14548?jobIds=19059&ncsr=,¥250-300元/天,北京,简历处理率：84%,平均处理：171天,
算法实习生,滴滴出行,https://www.nowcoder.com/intern/50516?jobIds=47698&ncsr=,¥250-300元/天,杭州,简历处理率：100%,平均处理：2天,
数据清洗实习生,平安科技,https://www.nowcoder.com/intern/41697?jobIds=40185&ncsr=,¥200-250元/天,杭州,简历处理率：-,平均处理：-,
[直通笔试]美团优选-数据开发工程师,美团,https://www.nowcoder.com/intern/50199?jobIds=47361&ncsr=,¥250-300元/天,北京,上海,成都,简历处理率：96%,平均处理：1天,
数据挖掘实习生,斗鱼直播,https://www.nowcoder.com/intern/11912?jobIds=50328&ncsr=,¥200-250元/天,武汉,简历处理率：-,平均处理：-,
数据分析实习生,酷家乐（杭州群核信息技术公司）,https://www.nowcoder.com/intern/52061?jobIds=49249&ncsr=,¥150-200元/天,上海,杭州,简历处理率：63%,平均处理：1天,
数据分析工程师,PingCAP,https://www.nowcoder.com/intern/6214?jobIds=49856&ncsr=,¥300-400元/天,北京,杭州,简历处理率：33%,平均处理：1天,
数据仓库,北京领格卓越科技有限公司,https://www.nowcoder.com/intern/51657?jobIds=48855&ncsr=,¥150-200元/天,北京,简历处理率：95%,平均处理：1天,
大数据研发工程师 （21届补招）,网易互娱,https://www.nowcoder.com/intern/17075?jobIds=49619&ncsr=,¥250-300元/天,广州,简历处理率：14%,平均处理：1天,
数据工程师,上海启林投资管理有限公司,https://www.nowcoder.com/intern/42922?jobIds=49340&ncsr=,¥250-300元/天,上海,简历处理率：-,平均处理：-,
数据工程师实习生,上海启林投资管理有限公司,https://www.nowcoder.com/intern/42922?jobIds=42682&ncsr=,¥200-250元/天,上海,简历处理率：42%,平均处理：7天,
数据处理实习生,北京经纬恒润科技股份有限公司,https://www.nowcoder.com/intern/13018?jobIds=42161&ncsr=,¥150-200元/天,北京,简历处理率：58%,平均处理：3天,
账本市场-产品实习生,深圳市卡牛科技有限公司,https://www.nowcoder.com/intern/18161?jobIds=49852&ncsr=,¥150-200元/天,深圳,简历处理率：-,平均处理：-,
产品经理实习生,万物心选,https://www.nowcoder.com/intern/33775?jobIds=34900&ncsr=,¥200-250元/天,北京,简历处理率：98%,平均处理：43天,
【2021应届】系统策划师,4399游戏,https://www.nowcoder.com/intern/29664?jobIds=43898&ncsr=,¥薪酬面议,广州,简历处理率：-,平均处理：-,
网易大数据平台产品实习生,网易,https://www.nowcoder.com/intern/39974?jobIds=47346&ncsr=,¥200-250元/天,杭州,简历处理率：87%,平均处理：1天,
数据产品工程师助理-实习,爱钛技术,https://www.nowcoder.com/intern/28054?jobIds=40144&ncsr=,¥250-300元/天,上海,简历处理率：76%,平均处理：3天,
产品经理助理-实习,爱钛技术,https://www.nowcoder.com/intern/28054?jobIds=37027&ncsr=,¥200-250元/天,上海,简历处理率：87%,平均处理：4天,
产品经理实习生,酷家乐（杭州群核信息技术公司）,https://www.nowcoder.com/intern/52061?jobIds=49244&ncsr=,¥150-200元/天,上海,简历处理率：36%,平均处理：1天,
原画师实习生,上海博思文化传播有限公司,https://www.nowcoder.com/intern/42626?jobIds=45807&ncsr=,¥100-150元/天,上海,简历处理率：100%,平均处理：1天,
Unity 3D开发实习生,上海博思文化传播有限公司,https://www.nowcoder.com/intern/42626?jobIds=45806&ncsr=,¥100-150元/天,上海,简历处理率：100%,平均处理：1天,
手游Unity 3D开发,上海博思文化传播有限公司,https://www.nowcoder.com/intern/42626?jobIds=37677&ncsr=,¥100-150元/天,上海,简历处理率：100%,平均处理：2天,
增长运营实习生,好未来,https://www.nowcoder.com/intern/41757?jobIds=43714&ncsr=,¥150-200元/天,北京,简历处理率：100%,平均处理：1天,
内容运营实习生,好未来,https://www.nowcoder.com/intern/41757?jobIds=41839&ncsr=,¥150-200元/天,北京,简历处理率：94%,平均处理：2天,
用户增长实习生,好未来,https://www.nowcoder.com/intern/41757?jobIds=36624&ncsr=,¥150-200元/天,北京,简历处理率：98%,平均处理：1天,
发行运营（iOS方向）,广州明朝互动科技股份有限公司,https://www.nowcoder.com/intern/38679?jobIds=46170&ncsr=,¥150-200元/天,广州,简历处理率：100%,平均处理：1天,
游戏产品运营（面向21年毕业生）,广州明朝互动科技股份有限公司,https://www.nowcoder.com/intern/38679?jobIds=34341&ncsr=,¥150-200元/天,广州,简历处理率：97%,平均处理：5天,
游戏体验/测评实习生,App Annie,https://www.nowcoder.com/intern/5943?jobIds=25835&ncsr=,¥200-250元/天,北京,上海,广州,深圳,杭州,南京,成都,厦门,武汉,西安,长沙,哈尔滨,合肥,长春,其他,简历处理率：30%,平均处理：5天,
新媒体运营实习生,深圳市卡牛科技有限公司,https://www.nowcoder.com/intern/18161?jobIds=50243&ncsr=,¥150-200元/天,深圳,简历处理率：-,平均处理：-,
运营实习生（电商方向）,深圳市卡牛科技有限公司,https://www.nowcoder.com/intern/18161?jobIds=42768&ncsr=,¥200-250元/天,深圳,简历处理率：28%,平均处理：8天,
游戏产品运营,三七互娱,https://www.nowcoder.com/intern/30168?jobIds=47043&ncsr=,¥薪酬面议,广州,简历处理率：86%,平均处理：1天,
游戏策划实习生,上海博思文化传播有限公司,https://www.nowcoder.com/intern/42626?jobIds=45805&ncsr=,¥100-150元/天,上海,简历处理率：85%,平均处理：1天,
前端实习生【商业化-电商营销】,快手,https://www.nowcoder.com/intern/8052?jobIds=21914&ncsr=,¥200-250元/天,北京,简历处理率：99%,平均处理：2天,
快手前端实习生-【效率工程】,快手,https://www.nowcoder.com/intern/49781?jobIds=46602&ncsr=,¥250-300元/天,北京,简历处理率：83%,平均处理：1天,
【2021应届】前端开发工程师,4399游戏,https://www.nowcoder.com/intern/29664?jobIds=43900&ncsr=,¥薪酬面议,广州,简历处理率：-,平均处理：-,
前端开发实习生,酷家乐（杭州群核信息技术公司）,https://www.nowcoder.com/intern/52061?jobIds=49246&ncsr=,¥150-200元/天,上海,杭州,成都,简历处理率：77%,平均处理：1天,
React-前端工程师,北京小红花科技有限公司,https://www.nowcoder.com/intern/50967?jobIds=48294&ncsr=,¥150-200元/天,北京,简历处理率：-,平均处理：-,
web前端实习生-大数据中心,搜狐,https://www.nowcoder.com/intern/1124?jobIds=2854&ncsr=,¥250-300元/天,北京,简历处理率：99%,平均处理：4天,
Web前端开发实习生,广州虎牙科技有限公司,https://www.nowcoder.com/intern/10740?jobIds=18573&ncsr=,¥150-200元/天,广州,简历处理率：99%,平均处理：3天,
前端开发工程师实习生,深圳市闪聚互动网络科技有限公司,https://www.nowcoder.com/intern/46251?jobIds=41210&ncsr=,¥150-200元/天,深圳,简历处理率：97%,平均处理：6天,
小程序前端开发实习生,深圳市闪聚互动网络科技有限公司,https://www.nowcoder.com/intern/46251?jobIds=42735&ncsr=,¥150-200元/天,深圳,简历处理率：100%,平均处理：9天,
前端开发,上海快仓智能科技有限公司,https://www.nowcoder.com/intern/43223?jobIds=46191&ncsr=,¥150-200元/天,上海,简历处理率：7%,平均处理：4天,
财务助理实习生,星测未来科技（北京）有限责任公司,https://www.nowcoder.com/intern/44396?jobIds=49520&ncsr=,¥250-300元/天,北京,简历处理率：-,平均处理：-,
